,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Mn,0.004464773468282503,0.0,0.0021542518103332946,0.0006678371262069775,0.012617276669190824,0.0053051925520438735,0.019744539984235993,0.5607669478289474,0.0,0.0,0.0,0.0,0.006179561423411423,0.019808770856621975,0.0,0.0004865383013050223,0.010017790762463081,0.0,0.0,0.00862566739967624
Al,0.0,0.0,0.0,0.0,0.0,0.0,0.008523384954621595,0.07840792484349907,0.5161176444462112,0.0,0.0,0.0013410542680007266,0.0,0.0068042677494417085,0.0,0.017220667089059942,0.0,0.0,0.053142348789189074,0.0
K,0.010734297458381805,0.0,0.0090209881886507,0.34316768643452755,0.0,0.0,0.006324625247536237,0.0009068688408687275,0.005505862644967344,0.013212008481414385,0.0,0.0,0.0,0.0,0.0077263472267030215,0.0,0.0,0.005036988052364265,0.0,0.00395246765960544
La,0.0,0.30843368291064277,0.022404769435146837,0.018192679224715503,0.0,0.0,0.01927194419292147,0.003120384039318437,0.04756430474349564,0.0,0.023721386806269992,0.028837859669105584,0.0,0.0,0.023477591456775262,0.19066002007286012,0.026239922244027842,0.0,0.0,0.0
Te,0.04832990437915515,0.0,0.0,0.0,0.0011478570356281423,0.008476042913333627,0.0049339740493151065,0.0,0.0,0.0282200853959526,0.0,0.0,0.002123222820697359,0.0,0.0,0.0,0.0,0.0,0.11912245858206326,0.0
Np,0.0035087491196010285,0.0,0.19910518122930257,0.0,0.0,0.0,0.0017263865497321805,0.0,0.0,0.0366942263222195,0.0,0.016809820616127978,0.5749006255652104,5.9281630478746126e-05,0.010709439472382846,0.0,0.019913511721909978,0.0,0.0013885190787636514,0.006665913857110401
Y,0.0,0.26636821855900256,0.0541263777837602,0.024152208336949622,0.019571531437795723,0.0,0.0,0.0,0.05020445565548914,0.0,0.0,0.06409182149107419,0.0,0.0,0.009975916848097517,0.31597518550749704,0.0,0.0,0.0,0.0
Se,0.1852231572010623,0.0,0.19657497417566808,0.0,0.0,0.07649197658164972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06264188252167047,0.0,0.059498132038782854,0.0,0.0,0.0
Pa,0.06273882738067856,0.0,0.028775335079836366,0.0,0.0,0.0,0.0,0.0,0.0,0.025898647849253654,0.026499989529967245,0.3051189472143681,0.16760909635712046,0.0,0.0,0.0,0.0,0.019494864400636566,0.0,0.0
Ta,0.01645197090217973,0.0,0.12284988541880518,0.0,0.0019472067847380971,0.0,0.0,0.0,0.0,0.02426694542436332,0.6299089732568498,0.0,0.0,0.009080106645803552,0.0019259383468520643,0.0,0.0,0.005933073631845345,0.025541963697163446,0.0
P,0.0,0.0,0.0,0.0,0.0,0.02191999938566493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9274214248579559,0.0010297547578291045
Bi,0.13176128956456237,0.033040459617226556,0.0,0.0,0.0,0.0,0.0,0.2142757043201386,0.09328300255355639,0.0,0.0,0.0408906103451897,0.0,0.0,0.0935283320965847,0.0,0.03951223442864544,0.0,0.12421375379658264,0.0
Hg,0.04237506886938732,0.0,0.0,0.0,0.006496510798488839,0.3200181723725383,0.04298314091518305,0.0,0.0,0.0,0.0,0.0,0.02970579232611393,0.0,0.0,0.0003229925790780128,0.16196719556640873,0.18881579313993935,0.0,0.004727892971051888
Ag,0.0,0.0,0.034467189901807874,0.0,0.0,0.0,0.03394686929015455,0.0,0.0,0.0,0.0,0.0019954130352119784,0.0,0.0,0.021096632530592234,0.0,0.0,0.736363273818335,0.0,0.0
Nd,0.04727662018410707,0.4428532563177812,0.011515505648392797,0.0,0.0,0.015025402720730363,0.013369975580637659,0.008350945852109671,0.016701132254562934,0.0005553138042371958,0.02866539348953681,0.03002431345443448,0.05704871359980894,0.0,0.012036364714813568,0.0033674045443113565,0.0,0.0,0.0,0.0
Pd,0.0,0.0,0.4543640976503338,0.0,0.0,0.1259480722453787,0.08046821626953465,0.0,0.0,0.0,0.009329458246459317,0.0,0.0,0.0,0.008432720090158686,0.0,0.05538542720463691,0.03278326512594391,0.0,0.49950483958839426
Ni,0.09980156291974819,0.0,0.05219052112383321,0.0,0.016397919418378842,0.0338317151258751,0.020015284455183174,0.30718347929129874,0.00043027342936475225,0.0,0.06222362953182709,0.0,0.007237754696144677,0.0,0.0,0.004109558758509167,0.03181474029949727,0.08050211742698171,0.0,0.019475594372614716
Th,0.0,0.0,0.0,0.0,0.018770215427554804,0.018473299769056803,0.0,0.0,0.0,0.019638330873288142,0.0,0.0,0.6063573009514259,0.0,0.0,0.018762256219749224,0.0,0.0,0.0,0.032257150571687286
Tb,0.008474262218769386,0.5078711264775766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058128018878889555,0.0,0.04501510164569634,0.0,0.0,0.0,0.007587639937954796,0.0
